english,english_normalized,domain,primary_tamil,all_alternatives,sources
distributed computing environment,distributed computing environment,general,பகிர்ந்தமை கணிப்பணிச் சூழல்; பகிர்மானக் கணிமைச் சூழல்,பகிர்ந்தமை கணிப்பணிச் சூழல்; பகிர்மானக் கணிமைச் சூழல்,மணவை முஸ்தபா
distributed data base,distributed data base,general,பரவிய தரவுத் தளம்,பரவிய தரவுத் தளம்,அண்ணா பல்கலைக்கழகம்
distributed data processing,distributed data processing,general,பகிர்மான தரவுச் செயலாக்கம்,பகிர்மான தரவுச் செயலாக்கம்,மணவை முஸ்தபா
Distributed Database,distributed database,database,பகிர்ந்தமை தரவுத்தளம்,"பகிர்ந்தமை தரவுத்தளம்,பகிர்மான தரவுத் தளம் பரவிய தரவுத் ​","மு.சிவலிங்கம்,மணவை முஸ்தபா"
distributed database management system,distributed database management system,database,பகிர்ந்தமை தரவுத் தள மேலாண்மை முறைமை,பகிர்ந்தமை தரவுத் தள மேலாண்மை முறைமை,மணவை முஸ்தபா
distributed design,distributed design,general,பரவிய வடிவமைப்பு,"பரவிய வடிவமைப்பு,பகிர்மான வடிவமைப்பு;பரவிய வடிவமைப்பு","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
distributed file system,distributed file system,general,பகிர்மானக் கோப்பு முறை,பகிர்மானக் கோப்பு முறை,மணவை முஸ்தபா
distributed function,distributed function,programming,பகிர்மானச் செயற்பணி,பகிர்மானச் செயற்பணி,மணவை முஸ்தபா
distributed information,distributed information,office,பரவிய தகவல் செயலாக்க,பரவிய தகவல் செயலாக்க,அண்ணா பல்கலைக்கழகம்
distributed information processing system,distributed information processing system,office,பகிர்மான தரவு செயலாக்க அமைப்பு,பகிர்மான தரவு செயலாக்க அமைப்பு,மணவை முஸ்தபா
distributed intelligence,distributed intelligence,general,பகிர்மான அறிவுத் திறன்,பகிர்மான அறிவுத் திறன்,மணவை முஸ்தபா
distributed network,distributed network,ai,பரவிய வலையமைப்பு,பரவிய வலையமைப்பு,அண்ணா பல்கலைக்கழகம்
distributed processing,distributed processing,general,பகிர்ந்தமை செயலாக்கம்,பகிர்ந்தமை செயலாக்கம்,மணவை முஸ்தபா
distributed processing system,distributed processing system,general,பகிர்ந்தமைத் தரவு செயலாக்க முறைமை,பகிர்ந்தமைத் தரவு செயலாக்க முறைமை,மணவை முஸ்தபா
distributed sort,distributed sort,general,பரவிய வாிசையாக்கம்,பரவிய வாிசையாக்கம்,அண்ணா பல்கலைக்கழகம்
